food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,nutrition_density,health_score,health_score_norm,health_level
pickle pimiento loaf,86,6.1,2.0,2.7,1.1,3.2,3.2,4.3,0.6,22.0,0.4,59.105,-2.974000000000001,66.95916419007446,1
luxury loaf,39,1.3,0.4,0.7,0.1,1.4,0.0,5.2,0.0,10.1,0.3,18.3,6.896000000000001,67.45198606717157,1
mortadella,47,3.8,1.4,1.7,0.5,0.5,0.0,2.5,0.0,8.4,0.2,9.7,0.8640000000000002,67.15080049851406,1
pork bologna,69,5.6,1.9,2.7,0.6,0.2,0.0,4.3,0.0,16.5,0.3,13.4,2.4819999999999993,67.2315893330777,1
turkey salami cooked,9,0.5,0.1,0.2,0.1,0.081,0.063,1.0,0.054,3.8,0.023,3.796,1.2437700000000003,67.16976290624102,1
pepperoni beef,10,0.9,0.3,0.3,0.053,0.0,0.0,0.5,0.0,2.1,0.09,1.902,0.12810000000000002,67.114056058863,1
peppered loaf,42,1.8,0.6,0.9,0.1,1.3,1.3,4.9,0.0,13.1,0.2,23.7,3.417,67.27827509347138,1
luncheon meat beef,10,0.3,0.1,0.1,0.013,0.0,0.0,1.8,0.0,3.2,0.1,3.3,2.467,67.23084036365961,1
lebanon bologna,98,6.0,1.6,2.5,0.1,0.3,0.0,10.8,0.0,31.4,0.8,30.243,12.678000000000004,67.74068881219442,1
chicken pork bologna,94,8.6,2.8,3.7,1.2,1.2,0.0,2.9,0.0,24.4,0.3,71.678,-1.4969999999999999,67.03291271210814,1
turkey roll,40,1.9,0.6,0.6,0.5,0.6,0.0,4.9,0.0,14.9,0.1,16.4,6.0,67.4072476272649,1
beef salami cooked,68,5.8,2.6,2.8,0.3,0.5,0.4,3.3,0.0,18.5,0.3,11.8,-1.2380000000000007,67.04584491739367,1
yachtwurst cooked,150,12.7,4.4,0.0,0.0,0.8,0.0,8.3,0.0,35.8,0.5,33.0,3.2870000000000004,67.27178402518136,1
italian salami,43,3.7,1.3,1.8,0.4,0.1,0.1,2.2,0.0,8.0,0.2,7.2,0.418,67.12853114114978,1
turkey ham,38,1.6,0.1,0.2,0.3,0.3,0.1,5.5,0.0,18.8,0.3,9.2,7.659000000000001,67.49008364490462,1
turkey bologna,59,4.5,1.2,1.9,1.1,1.3,0.8,3.2,0.1,21.0,0.3,48.096,0.7870000000000009,67.14695578883457,1
sliced turkey breast,17,0.6,0.1,0.2,0.2,0.4,0.1,2.4,0.0,7.8,0.1,3.572,3.1209999999999996,67.26349543028793,1
luncheon meat pork beef,99,9.0,3.2,4.2,1.0,0.7,0.0,3.5,0.0,15.4,0.4,15.9,-1.3080000000000003,67.04234972677597,1
beef bologna,90,7.8,3.1,3.7,0.4,1.3,0.6,3.3,0.0,17.1,0.3,12.962,-2.624000000000001,66.97664014316301,1
turkey bacon cooked,313,22.9,6.8,8.9,5.6,2.5,0.0,24.3,0.0,80.4,1.9,58.8,22.027000000000005,68.20749648483687,1
ground emu cooked,178,5.1,1.4,2.1,0.7,0.0,0.0,31.0,0.0,94.8,0.025,37.595,42.75175,69.24231008132809,1
ostrich leg raw,94,1.5,0.5,0.5,0.3,0.0,0.0,19.0,0.0,56.1,0.067,26.8,26.93833,68.45272554964369,1
ostrich strip raw,108,2.4,0.8,1.0,0.5,0.0,0.0,20.1,0.0,62.1,0.086,30.4,27.928140000000003,68.50214804429106,1
emu fillet cooked,607,9.1,2.3,3.6,1.3,0.0,0.0,123.2,0.0,323.1,0.2,173.9,176.967,75.94385126066533,1
ostrich tenderloin raw,105,2.7,1.0,1.0,0.6,0.0,0.0,18.8,0.0,68.0,0.005,30.7,25.51995,68.38190400009587,1
emu drums cooked,649,8.4,2.7,3.6,1.7,0.0,0.0,134.7,0.0,378.6,0.5,198.375,192.85899999999998,76.73735939347458,1
green turtle raw,25,0.1,0.015,0.093,0.074,0.0,0.0,5.6,0.0,14.2,0.099,39.567,8.22701,67.51844511951555,1
ground bison cooked,448,21.6,8.7,8.2,1.0,0.0,0.0,63.6,0.0,177.5,0.2,128.2,76.223,70.91357292365704,1
goat meat raw,494,10.5,3.2,4.7,0.8,0.0,0.0,93.4,0.0,258.6,0.4,175.7,131.11,73.6541518870035,1
ground emu raw,157,4.7,1.2,1.9,0.7,0.0,0.0,26.6,0.0,80.7,0.062,44.2,36.69238000000001,68.93975789313905,1
ground ostrich raw,180,9.5,2.4,2.9,1.0,0.0,0.0,22.0,0.0,77.4,0.021,42.3,27.42579,68.47706505847954,1
ostrich tip cooked,123,2.2,0.9,0.8,0.4,0.0,0.0,24.2,0.0,72.3,0.086,33.9,33.77614,68.79414625475346,1
caribou cooked,210,6.4,2.5,2.0,1.0,0.0,0.0,38.0,0.0,141.2,0.004,57.4,50.58796,69.63358219090532,1
ground ostrich cooked,163,6.6,1.7,2.0,0.7,0.0,0.0,24.3,0.0,77.2,0.099,31.712,32.277010000000004,68.71929275317163,1
ostrich leg cooked,120,1.6,0.6,0.6,0.3,0.0,0.0,24.7,0.0,62.1,0.016,34.1,35.22883999999999,68.86668144632985,1
ostrich top loin cooked,132,3.3,1.1,1.1,0.3,0.0,0.0,23.9,0.0,79.1,0.029,27.982,32.858709999999995,68.7483377872048,1
ostrich strip cooked,139,3.6,1.5,1.5,0.6,0.0,0.0,25.0,0.0,82.5,0.034,37.0,33.674659999999996,68.78907922698366,1
ostrich tip raw,97,2.0,0.7,0.7,0.4,0.0,0.0,18.6,0.0,61.2,0.041,27.3,25.887590000000007,68.40026074122008,1
ostrich round raw,99,2.0,0.7,0.7,0.4,0.0,0.0,18.7,0.0,60.4,0.074,28.0,26.04526,68.40813340843,1
ground bison raw,124,6.1,2.5,2.3,0.3,0.099,0.0,17.2,0.0,46.8,0.042,35.102,20.33158,68.12284196945004,1
ostrich fan raw,99,2.3,0.8,0.8,0.4,0.0,0.0,18.5,0.0,62.1,0.04,29.6,25.5286,68.38233590579364,1
ostrich top loin raw,101,2.5,1.0,0.9,0.5,0.0,0.0,18.4,0.0,63.8,0.073,28.7,24.961269999999995,68.35400838446299,1
veal brain cooked,461,32.6,7.4,5.9,5.1,0.0,0.0,38.9,0.0,10509.0,0.5,175.5,-61.54500000000001,64.0346383376474,1
veal tongue cooked,515,25.8,11.1,11.8,1.0,0.0,0.0,65.9,0.0,606.9,0.2,135.3,70.57900000000001,70.63176069728054,1
beef heart cooked,47,1.3,0.4,0.3,0.3,0.057,0.0,8.1,0.0,60.0,0.024,9.714,10.749759999999998,67.6444092928131,1
turkey liver cooked,100,4.3,1.2,0.6,1.1,0.0,0.0,14.3,0.0,343.4,0.083,47.3,15.615170000000004,67.8873455125747,1
veal thymus cooked,35,0.9,0.3,0.3,0.066,0.0,0.0,6.4,0.0,99.1,0.036,20.0,8.008640000000002,67.50754162272713,1
beef brain cooked,688,55.6,13.1,14.0,8.1,0.0,0.0,44.1,0.0,7002.5,0.6,150.7,-30.081000000000003,65.60567658901353,1
beef pancreas cooked,602,38.2,13.1,13.2,7.1,0.0,0.0,60.2,0.0,581.6,0.1,184.8,58.283,70.0178054996325,1
beef tripe cooked,80,3.4,1.2,1.4,0.2,1.7,0.0,10.0,0.0,133.5,0.045,84.6,11.26455,67.67011342392868,1
chicken gizzard cooked,223,3.9,1.0,0.8,0.5,0.0,0.0,44.1,0.0,536.5,0.069,77.3,58.78431,70.04283655689771,1
pork pancreas cooked,537,26.5,9.1,9.2,5.0,0.0,0.0,69.8,0.0,771.8,0.1,156.1,78.78099999999998,71.04129717508708,1
beef tongue cooked,80,6.3,2.3,2.9,0.2,0.0,0.0,5.5,0.0,37.4,0.029,14.3,3.27571,67.271220300866,1
lamb heart cooked,353,15.1,6.0,4.2,1.5,3.7,0.0,47.7,0.0,475.6,0.1,117.1,54.79300000000001,69.8435452816924,1
beef spleen cooked,447,12.9,4.3,3.4,1.0,0.0,0.0,77.3,0.0,1068.8,0.2,403.3,96.66,71.93401879014478,1
veal kidneys cooked,300,10.4,3.2,2.3,2.1,0.0,0.0,48.4,0.0,1455.4,0.2,132.9,51.64399999999999,69.68631163518998,1
chicken heart cooked,268,11.5,3.3,2.9,3.3,0.1,0.0,38.3,0.0,350.9,0.081,93.286,47.34018999999999,69.47141683044131,1
lamb tongue cooked,701,51.7,20.0,25.5,3.2,0.0,0.0,55.0,0.0,482.0,0.2,156.8,37.678,68.98897117566229,1
veal heart cooked,368,13.4,3.6,2.8,3.5,0.3,0.0,57.7,0.0,348.5,0.1,115.6,75.864,70.89564758891765,1
chicken liver cooked,76,2.8,0.9,0.6,0.6,0.5,0.0,11.3,0.0,248.2,0.079,15.238,12.667210000000003,67.74015005352635,1
lamb pancreas cooked,541,34.9,15.8,12.6,1.7,0.0,0.0,52.7,0.0,924.0,0.1,166.4,38.20900000000001,69.01548469306235,1
veal spleen cooked,445,10.0,3.3,2.7,0.7,0.0,0.0,83.1,0.0,1542.2,0.2,280.7,102.626,72.23190889336273,1
lamb liver cooked,739,29.6,11.5,6.2,4.4,8.5,0.0,102.7,0.0,1683.4,0.2,234.1,114.214,72.81051273447736,1
turkey gizzard cooked,70,2.1,0.5,0.4,0.3,0.0,0.0,11.9,0.0,203.4,0.031,26.231,14.815690000000002,67.84742644121688,1
lamp spleen cooked,460,14.1,4.7,3.7,1.0,0.0,0.0,78.1,0.0,1135.8,0.2,321.4,96.38999999999999,71.9205373406193,1
turkey heart cooked,35,1.5,0.4,0.3,0.4,0.0,0.0,5.0,0.0,71.8,0.046,12.759,5.98154,67.4063258955677,1
beef liver cooked,130,3.6,1.2,0.4,0.4,3.5,0.0,19.8,0.0,269.3,0.068,37.539,24.606320000000004,68.33628527146647,1
lamb lungs cooked,431,11.8,4.0,3.0,1.6,0.0,0.0,75.7,0.0,1082.0,0.3,257.4,94.727,71.83750159780143,1
pork brain cooked,527,36.3,8.2,6.6,5.6,0.0,0.0,46.4,0.0,9748.6,0.3,177.6,-44.28900000000001,64.89625275620746,1
goose liver,125,4.0,1.5,0.8,0.2,5.9,0.0,15.4,0.0,484.1,0.1,107.4,15.258,67.86951155210431,1
pork kidneys cooked,211,6.6,2.1,2.2,0.5,0.0,0.0,35.6,0.0,672.0,0.1,82.7,42.479000000000006,69.22869132074267,1
lamb brain cooked,503,35.3,9.0,6.4,3.6,0.0,0.0,43.5,0.0,7089.2,0.5,167.8,-23.647,65.92693453807561,1
pork heart cooked,215,7.3,1.9,1.7,1.9,0.6,0.0,34.2,0.0,320.5,0.053,63.745,44.29447000000001,69.31934008803886,1
lamb kidneys cooked,349,9.2,3.1,2.0,1.7,2.5,0.0,60.3,0.0,1440.8,0.4,180.4,69.83799999999998,70.59476160802735,1
beef lungs cooked,364,11.2,3.8,2.9,1.5,0.0,0.0,61.8,0.0,839.3,0.3,221.858,76.704,70.93758987633016,1
veal pancreas cooked,614,35.0,12.0,12.1,6.5,0.0,0.0,69.8,0.0,0.0,0.2,168.1,80.698,71.1370154667178,1
pork liver cooked,584,15.6,5.0,2.2,3.7,13.3,0.0,92.1,0.0,1256.7,0.2,322.4,115.58099999999996,72.87876881411178,1
beef kidneys cooked,45,1.3,0.3,0.2,0.2,0.0,0.0,7.7,0.0,202.6,0.029,16.0,8.923710000000002,67.55323225242067,1
turkey giblets cooked,164,6.3,1.6,1.0,1.5,0.0,0.0,25.1,0.0,495.0,0.1,32.643,29.499000000000006,68.58058311763014,1
duck liver raw,60,2.0,0.6,0.3,0.3,1.6,0.0,8.2,0.0,226.6,0.089,37.3,8.83311,67.54870847713546,1
veal liver cooked,154,5.0,1.6,0.9,0.9,3.0,0.0,22.7,0.0,408.8,0.046,43.638,26.761539999999997,68.44389819608219,1
pork lungs cooked,297,9.3,3.3,2.1,1.1,0.0,0.0,49.8,0.0,1161.0,0.2,156.0,56.488,69.92817882593552,1
veal lungs cooked,312,7.9,2.7,2.0,1.1,0.0,0.0,56.2,0.0,789.0,0.2,197.9,71.00800000000001,70.65318122263766,1
beef thymus cooked,1215,95.2,32.8,32.9,17.8,0.0,0.0,83.2,0.0,1120.1,0.4,337.3,47.99500000000002,69.5041123414182,1
ham,46,2.5,0.1,1.2,0.2,1.0,0.3,4.6,0.4,16.0,0.2,16.6,6.7379999999999995,67.44409692263446,1
pork meat cooked,283,14.1,4.4,6.8,2.1,0.0,0.0,14.1,0.0,112.6,0.7,39.657,11.216999999999999,67.66773919087336,1
bacon roasted,43,3.3,1.1,1.5,0.4,0.1,0.0,3.0,0.0,8.8,0.034,6.516,2.2116599999999997,67.21809090691208,1
pork top loin roasts raw,3644,182.8,35.1,40.8,14.3,0.0,0.0,468.4,0.0,1404.8,1.0,816.574,618.3419999999999,97.98227638769053,0
pork blade roll raw,76,6.2,2.2,2.8,0.7,0.0,0.0,4.7,0.0,15.0,0.4,13.143,2.4960000000000004,67.23228837120124,1
pork backribs raw,2399,174.9,61.9,73.5,28.7,0.0,0.0,204.2,0.0,739.0,0.9,719.224,175.10099999999994,75.85067946505607,1
pork spareribs cooked,703,53.6,19.7,23.9,4.8,0.0,0.0,51.4,0.0,214.2,0.2,191.598,35.55599999999999,68.88301696865115,1
pork stomach cooked,44,2.1,0.8,0.6,0.2,0.029,0.0,6.1,0.0,89.4,0.035,12.779,6.655649999999999,67.43998508052918,1
honey smoked ham cooked,67,1.3,0.6,0.9,0.2,4.0,0.0,9.9,0.0,12.1,0.5,19.0,13.524000000000001,67.78293068737416,1
boston butt steak raw,844,56.1,19.7,23.6,7.2,0.0,0.0,79.0,0.0,281.2,0.3,212.848,76.285,70.91666866391846,1
pork sirloin chops cooked,140,4.5,1.5,1.8,0.8,0.0,0.0,23.3,0.0,65.6,0.001,28.239,31.293990000000004,68.67020929201418,1
pork country style ribs raw,242,15.1,3.0,3.5,1.2,0.0,0.0,24.8,0.0,94.7,0.061,69.223,30.252390000000002,68.61820085562267,1
ham patties,205,18.3,6.6,8.6,2.0,1.1,0.0,8.3,0.0,45.5,0.7,33.6,-1.2119999999999982,67.04714313105168,1
pork feet cooked,67,4.5,1.2,2.3,0.4,0.0,0.0,6.2,0.0,30.3,0.046,11.0,6.59654,67.43703364170901,1
ground pork cooked,930,65.0,24.2,29.0,5.9,0.0,0.0,80.4,0.0,294.2,0.2,220.513,69.25600000000003,70.56570159460583,1
pork centre loin chops cooked,328,17.4,5.5,6.6,2.1,0.0,0.0,40.2,0.0,131.9,0.065,59.0,47.98035,69.50338084795322,1
pork leg cap steak cooked,307,8.6,2.6,3.7,1.1,0.0,0.0,53.5,0.0,157.1,0.1,77.6,73.478,70.77651152014828,1
pork blade chops raw,376,15.4,5.2,6.1,2.1,0.0,0.0,55.8,0.0,155.2,0.2,152.089,71.74599999999998,70.69003051800723,1
pork tenderloin raw,606,17.8,6.0,6.8,2.8,0.0,0.0,104.3,0.0,328.3,0.3,157.3,141.16400000000002,74.15616112229573,1
pork sirloin chops raw,1090,23.3,8.2,9.9,3.7,0.0,0.0,205.5,0.0,567.6,0.6,314.931,286.16800000000006,81.39639855558752,0
pork leg cap steak raw,284,7.8,2.7,3.9,1.2,0.0,0.0,50.0,0.0,145.5,0.2,75.9,68.143,70.51012806378424,1
pork carcass raw,1706,159.1,56.4,72.3,17.2,0.0,0.0,63.1,0.0,335.7,0.2,313.327,-21.50899999999999,66.03368764579938,1
pork splean cooked,446,9.6,3.2,2.6,0.7,0.0,0.0,84.3,0.0,1507.0,0.3,234.0,104.97699999999998,72.34929736682325,1
chopped ham,50,2.9,1.0,1.4,0.4,1.2,0.0,4.6,0.0,16.5,0.3,10.9,4.731999999999999,67.3439347457898,1
pork centre loin chops raw,338,18.0,6.0,7.1,2.4,0.0,0.0,41.2,0.0,137.3,0.1,98.301,48.42600000000001,69.52563272936439,1
pork blade chops cooked,265,14.6,4.3,5.1,1.9,1.1,0.0,32.4,0.0,100.9,0.072,59.882,38.99027999999999,69.05449501485955,1
boston butt steak cooked,494,32.7,12.2,14.8,3.8,0.0,0.0,46.4,0.0,181.3,0.1,130.498,43.385999999999996,69.27397900488927,1
pork meat raw,179,18.6,6.2,7.9,3.7,0.0,0.0,2.6,0.0,20.4,0.021,25.261,-8.70421,66.67304738679577,1
pork top loin chops raw,287,12.8,4.5,5.5,1.6,0.0,0.0,39.9,0.0,124.0,0.099,66.684,49.60900999999999,69.58470195011664,1
pork blade steak braised,694,44.7,16.6,20.1,5.3,0.087,0.0,68.2,0.0,256.1,0.4,115.063,66.535,70.429838542166,1
pork boston steaks cooked,438,28.1,10.1,12.5,2.5,0.0,0.0,43.2,0.0,160.6,0.1,135.049,42.99300000000001,69.25435600613555,1
bacon cooked,43,3.1,1.1,1.4,0.5,0.068,0.0,3.5,0.0,10.1,0.2,6.747,2.947,67.25480738503819,1
pickled pork hocks,48,3.0,0.9,1.5,0.3,0.0,0.0,5.4,0.0,25.2,0.3,14.146,6.045000000000002,67.40949453551913,1
pork boston roast cooked,705,49.4,18.3,21.7,4.6,0.0,0.0,60.5,0.0,225.3,0.2,188.948,51.894999999999996,69.69884439011919,1
canadian style bacon grilled,43,2.0,0.7,0.9,0.2,0.3,0.0,5.7,0.0,13.6,0.4,10.6,7.010000000000001,67.45767823474898,1
ham steak,70,2.4,0.8,1.1,0.3,0.0,0.0,11.1,0.0,25.7,0.7,34.8,14.786,67.84594398108203,1
pork backfat,3683,402.3,146.1,190.3,46.9,0.0,0.0,13.2,0.0,258.6,0.064,425.932,-274.98663999999997,53.37722094398107,2
bacon baked,44,3.5,1.1,1.5,0.4,0.1,0.0,2.9,0.0,8.7,0.2,6.673,2.0609999999999995,67.21056825807689,1
pork arm picnic raw,5298,343.4,113.6,147.3,67.9,0.0,0.0,513.6,0.0,1729.4,2.3,1202.1,525.883,93.36567882593552,0
salt pork raw,212,22.8,8.3,10.7,2.7,0.0,0.0,1.4,0.0,24.3,0.8,26.0,-14.751000000000001,66.37112333429201,1
pork arm picnic cooked,5292,322.7,109.3,139.0,62.7,0.0,0.0,560.3,0.0,1936.7,2.2,1264.074,602.4609999999999,97.1893174991212,0
pork top loin chops cooked,270,11.2,4.3,4.9,1.7,0.0,0.0,39.4,0.0,97.2,0.064,51.481,49.527359999999994,69.58062505991755,1
ground pork raw,329,26.5,9.8,11.8,2.4,0.0,0.0,21.1,0.0,90.0,0.033,67.15,11.14967,67.66437731681208,1
pork shoulder raw,1070,81.6,28.3,36.3,8.7,0.0,0.0,77.9,0.0,322.1,0.3,235.572,57.02600000000001,69.95504186239735,1
pork chitterlings cooked,66,5.8,2.7,2.0,0.3,0.0,0.0,3.5,0.0,78.4,0.078,9.329,-0.9347800000000004,67.0609850845237,1
pork breakfast strips cooked,52,4.1,1.4,1.9,0.6,0.1,0.0,3.3,0.0,11.9,0.2,9.3,2.0289999999999995,67.20897045665166,1
pork blade roll roasted,1079,88.3,31.5,41.5,9.4,1.4,0.0,65.0,0.0,251.9,3.7,196.3,31.944000000000003,68.7026651327773,1
pork tail cooked,1089,98.5,34.2,46.4,10.8,0.0,0.0,46.8,0.0,354.8,0.093,186.0,-1.7489300000000172,67.020333521075,1
pork centre rib roasts raw,275,9.7,3.3,4.0,1.1,0.0,0.0,44.0,0.0,113.1,0.1,103.4,58.268,70.01705653021443,1
pork centre rib roasts roasted,1942,114.9,42.6,48.4,19.4,0.0,0.0,211.3,0.0,610.7,0.7,331.5,225.63600000000005,78.37395743457003,1
minced ham,55,4.3,1.5,2.0,0.5,0.4,0.0,3.4,0.0,14.7,0.3,10.4,1.9499999999999995,67.20502588438309,1
ham roasted,316,21.3,7.1,9.9,2.5,0.6,0.0,28.7,0.0,86.8,1.3,83.3,27.968999999999998,68.50418823698591,1
pork loin raw,232,14.7,5.1,6.6,1.6,0.0,0.0,23.1,0.0,73.7,0.003,60.563,23.71297000000001,68.2916791494903,1
pork backribs roasted,2564,188.9,68.5,81.6,31.0,0.0,0.0,202.0,0.0,737.5,0.8,397.1,158.617,75.0276120058799,1
pork belly raw,2350,240.5,87.7,112.0,25.6,0.0,0.0,42.4,0.0,326.6,0.1,309.486,-115.06700000000002,61.36221559134631,1
ham raw,266,18.2,6.0,8.7,2.1,0.046,0.0,23.8,0.0,54.6,1.5,51.697,23.139000000000003,68.26302008436392,1
ham extra lean,45,2.3,0.8,1.1,0.3,0.6,0.0,5.1,0.0,14.8,0.4,10.3,5.898,67.40215463522193,1
pork feet pickled,635,45.5,13.4,25.8,3.6,0.029,0.0,52.8,0.0,376.5,4.3,245.019,48.59199999999999,69.53392132425783,1
pork shoulder cooked,394,28.9,10.6,12.8,2.8,0.0,0.0,31.4,0.0,121.5,0.001,95.226,24.684989999999996,68.34021336640782,1
pork top loin roasts roasted,1628,74.8,24.1,29.8,8.5,0.0,0.0,224.3,0.0,678.4,0.4,306.4,281.46200000000005,81.16142188348832,0
pork skin,154,8.9,3.2,4.2,1.0,0.0,0.0,17.3,0.0,26.9,0.5,35.03,19.276000000000007,68.07013549356087,1
pork country style ribs cooked,235,15.2,5.4,6.6,1.8,0.0,0.0,22.8,0.0,88.6,0.049,68.402,22.513510000000004,68.2317885589429,1
pork blade steak raw,664,43.7,15.4,18.4,5.6,0.6,0.0,67.6,0.0,243.7,0.6,174.7,68.157,70.51082710190776,1
pork tenderloin cooked,153,6.2,2.2,2.5,0.6,0.0,0.0,22.7,0.0,71.4,0.091,34.679,28.93509,68.55242636132681,1
pork loin cooked,213,12.1,4.5,5.4,1.0,0.0,0.0,24.2,0.0,71.2,0.077,56.575,26.587229999999998,68.43519467213115,1
pork ears cooked,184,12.0,4.3,5.5,1.3,0.2,0.0,17.7,0.0,99.9,0.2,51.6,16.948999999999998,67.95394537116928,1
pork tongue cooked,626,43.0,14.9,20.2,4.5,0.0,0.0,55.7,0.0,337.3,0.3,158.0,50.37400000000002,69.62289889112581,1
pork spareribs raw,3593,303.5,97.7,110.8,51.3,0.0,0.0,200.6,0.0,1037.6,1.1,710.5,95.11299999999997,71.85677507749337,1
ham patties grilled,205,18.5,6.7,8.8,2.0,1.0,0.0,8.0,0.0,43.2,0.6,33.9,-1.8380000000000005,67.01588614067045,1
chicken skin roasted,508,45.6,12.8,19.1,9.6,0.0,0.0,22.8,0.0,93.0,0.028,85.844,7.669720000000002,67.49061890838207,1
turkey breast raw,3554,158.9,43.2,60.2,37.6,0.0,0.0,495.6,0.0,1471.6,1.3,976.092,642.2710000000001,99.17708233470745,0
ground turkey raw,169,8.7,2.3,3.0,2.5,0.0,0.0,22.4,0.0,78.7,0.047,54.095,28.212529999999994,68.51634800514492,1
chicken wing cooked,52,3.5,1.0,1.4,0.8,0.0,0.0,4.8,0.0,14.7,0.086,11.058,5.052139999999999,67.35991975042343,1
turkey roast roasted,209,7.8,2.6,1.6,2.2,4.1,0.0,28.8,0.0,71.6,0.9,49.7,37.275,68.96884886396319,1
pheasant meat raw,1448,74.3,21.6,34.6,9.4,0.0,0.0,181.6,0.0,568.0,0.3,403.9,223.517,78.2681530214425,1
chicken back raw,188,17.0,4.9,7.2,3.6,0.0,0.0,8.3,0.0,46.6,0.043,34.564,2.18357,67.21668833684849,1
chicken back cooked,93,6.5,1.8,2.6,1.4,0.0,0.0,8.0,0.0,28.1,0.091,21.425,8.11809,67.51300660291439,1
chicken leg fried,431,25.5,6.8,10.4,6.1,13.8,0.0,34.4,0.5,142.2,0.4,104.858,37.574,68.98377832103026,1
chicken feet cooked,975,66.2,17.8,24.9,13.5,0.9,0.0,88.0,0.0,381.0,0.3,558.5,92.587,71.73064862748858,1
turkey steak fried,179,10.8,2.8,4.4,2.8,10.9,0.0,9.1,0.0,41.0,0.5,41.229,7.634999999999998,67.4888852938357,1
turkey taco meat cooked,271,13.9,3.2,4.7,3.9,5.5,0.0,30.7,0.0,129.9,1.2,179.7,38.339,69.02197576135238,1
chicken leg raw,736,54.9,15.0,22.8,11.5,0.6,0.0,56.3,0.0,319.9,0.3,145.973,51.24799999999999,69.66653884255265,1
chicken meat raw,1978,138.6,39.7,57.4,29.7,0.0,0.0,171.1,0.0,690.0,0.6,434.3,170.34399999999997,75.61315629693543,1
chicken neck cooked,94,6.9,1.9,2.7,1.5,0.0,0.0,7.5,0.0,26.6,0.085,25.616,7.18315,67.46632383839837,1
chicken drumstick fried,193,11.3,3.0,4.6,2.7,6.0,0.0,15.8,0.2,61.9,0.2,46.519,17.479000000000003,67.98040895727479,1
quail egg,14,1.0,0.3,0.4,0.1,0.08,0.048,1.2,0.0,76.0,0.042,8.343,0.34357999999999955,67.1248152542102,1
duck meat cooked,472,39.7,13.5,18.1,5.1,0.0,0.0,26.6,0.0,117.6,0.041,85.544,11.723590000000005,67.69303388537374,1
chicken wing roasted,216,14.3,4.2,6.6,3.1,0.0,0.0,20.2,0.0,119.9,0.039,35.155,20.700609999999998,68.14126811507366,1
quail meat cooked,1028,63.9,17.9,22.2,15.8,0.0,0.0,113.7,0.0,389.6,0.2,276.4,130.852,73.64126961301251,1
goose meat cooked,427,30.7,9.6,14.4,3.5,0.0,0.0,35.2,0.0,127.4,0.089,88.168,32.32511000000001,68.72169444843895,1
chicken breast cooked,114,4.5,1.3,1.8,1.0,0.0,0.0,17.3,0.0,48.7,0.058,30.552,22.862420000000004,68.2492100869204,1
chicken neck raw,149,13.1,3.6,5.3,2.8,0.0,0.0,7.0,0.0,49.5,0.027,30.146,2.8047299999999997,67.24770365976417,1
duck egg,130,9.6,2.6,4.6,0.9,1.0,0.7,9.0,0.0,618.8,0.1,67.2,0.7109999999999994,67.14316101044963,1
pheasant breast raw,484,11.8,4.0,3.8,2.0,0.0,0.0,88.7,0.0,211.1,0.1,136.3,122.938,73.24611334803312,1
duck meat raw,5123,498.8,167.6,237.0,64.4,0.0,0.0,145.7,0.0,963.7,0.8,850.5,-126.295,60.801587016265614,1
squab meat raw,585,47.4,16.8,19.3,6.1,0.0,0.0,36.8,0.0,189.1,0.1,125.5,19.70799999999999,68.09170581280159,1
chicken drumstick raw,211,12.4,3.3,4.9,2.6,0.1,0.0,23.4,0.0,122.4,0.1,50.075,27.27499999999999,68.46953591857604,1
turkey meat roasted,284,11.1,3.2,4.0,3.2,0.031,0.0,42.8,0.0,163.5,0.2,76.629,56.16299999999999,69.91195115521043,1
chicken breast raw,299,16.1,4.6,6.6,3.4,0.0,0.0,36.3,0.0,111.4,0.1,72.834,44.135000000000005,69.31137754449878,1
ground chicken cooked,474,27.4,7.8,12.2,5.2,0.0,0.0,58.4,0.0,268.6,0.2,87.678,69.312,70.5684977471,1
turkey wing cooked,426,23.1,6.3,8.7,5.5,0.0,0.0,50.9,0.0,150.7,0.1,121.3,62.242,70.21548349471128,1
goose meat raw,6077,550.7,160.2,291.1,61.6,0.0,0.0,259.8,0.0,1310.4,1.2,1117.2,56.18400000000007,69.91299971239575,1
turkey breast roasted,3266,128.0,36.3,42.3,31.1,0.0,0.0,496.1,0.0,1278.7,1.1,1011.2,658.7520000000001,100.0,0
chicken fajita strips,13,0.5,0.2,0.2,0.1,0.2,0.0,1.7,0.0,8.3,0.044,3.66,2.0665599999999995,67.21084587607452,1
crispy chicken strips tyson,145,6.0,7.7,14.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-15.4,66.33871792413638,1
chocolate pudding fat free,105,0.3,0.0,0.0,0.0,23.6,17.8,2.2,0.3,1.1,0.1,72.4,-31.712000000000003,65.52423864762088,1
tapioca pudding,143,4.3,1.1,2.8,0.088,23.9,16.4,2.1,0.0,1.1,0.2,108.8,-31.862999999999996,65.51669902214553,1
tapioca pudding fat free,105,0.4,0.1,0.08,0.067,23.9,15.9,1.6,0.0,1.1,0.2,84.5,-29.612999999999996,65.62904443485763,1
rice pudding,122,2.4,1.4,0.6,0.1,20.8,13.1,3.6,0.3,13.6,0.1,27.329,-23.137,65.95239949829036,1
