food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,nutrition_density,health_score,health_score_norm,health_level
sweet red peppers raw,46,0.4,0.088,0.016,0.1,9.0,6.3,1.5,3.1,0.0,0.092,215.3,-4.32692,66.89161114306714,1
cucumber peeled,16,0.2,0.1,0.068,0.087,2.9,1.8,0.8,0.9,0.0,0.098,4.903,-0.80098,67.06766589173297,1
purslane raw,9,0.2,0.0,0.0,0.0,1.5,0.0,0.9,0.0,0.0,0.066,40.5,1.34934,67.17503415300547,1
peas onions cooked,81,0.4,0.055,0.049,0.2,15.5,6.8,4.6,4.0,0.0,0.5,63.8,1.184999999999999,67.16682844406097,1
tomato cooked,22,0.1,0.086,0.069,0.041,4.9,3.1,1.2,0.9,0.0,0.029,7.36,-2.772290000000001,66.96923583149585,1
taro shoots cooked,20,0.1,0.068,0.003,0.037,4.5,0.0,1.0,0.0,0.0,0.3,52.3,1.361,67.17561635189979,1
scots kale raw,28,0.4,0.072,0.015,0.2,5.6,0.0,1.9,1.1,0.0,0.059,235.5,4.90541,67.35259333157576,1
artichoke raw,60,0.2,0.056,0.019,0.01,13.5,1.3,4.2,6.9,0.0,0.1,25.274,17.387,67.97581527817724,1
navy bean sprouts raw,70,0.7,0.05,0.042,0.4,13.6,0.0,6.4,0.0,0.0,0.063,57.9,9.499370000000003,67.58197570143483,1
sweet pickles,146,0.7,0.1,0.021,0.2,33.8,29.2,0.9,1.6,0.0,0.7,136.1,-54.056999999999995,64.40852387115329,1
oriental radish cooked,25,0.4,0.1,0.026,0.2,5.0,2.7,1.0,2.4,0.0,0.4,56.2,0.6959999999999995,67.14241204103153,1
sweet potato leaves raw,15,0.2,0.088,0.045,0.049,3.1,0.0,0.9,1.9,0.0,0.073,37.6,4.97327,67.35598166922315,1
irishmoss,2,0.049,0.06,0.096,0.091,0.6,0.098,0.037,0.082,0.0,0.084,4.975,-0.09734,67.1027995478222,1
drumstick leaves cooked,25,0.4,0.0,0.0,0.0,4.7,0.4,2.2,0.8,0.0,0.1,85.5,4.099,67.31232823634679,1
winter squash raw,39,0.2,0.019,0.089,0.086,10.0,2.6,1.1,1.7,0.0,0.027,60.5,-0.18827000000000035,67.09825929520979,1
pumpkin raw,30,0.1,0.065,0.044,0.004,7.5,3.2,1.2,0.6,0.0,0.062,45.1,-3.5306200000000003,66.93137143290832,1
chicory greens,7,0.096,0.078,0.06,0.018,1.4,0.2,0.5,1.2,0.0,0.017,3.279,2.59383,67.23717314974596,1
spinach cooked,41,0.5,0.042,0.01,0.2,6.8,0.8,5.3,4.3,0.0,0.1,18.5,14.864999999999998,67.8498885533506,1
radish pickled,42,0.5,0.1,0.068,0.2,7.8,3.0,1.7,3.3,0.0,1.2,55.6,2.9379999999999984,67.25435800338735,1
sweet onion,106,0.3,0.0,0.0,0.0,25.0,16.6,2.6,3.0,0.0,0.063,31.6,-23.300630000000005,65.944229240565,1
salsify cooked,92,0.2,0.0,0.0,0.0,20.7,3.9,3.7,4.2,0.0,0.028,99.2,6.149720000000001,67.41472334068321,1
radish seeds sprouted,16,1.0,0.3,0.2,0.4,1.4,0.0,1.4,0.0,0.0,0.067,34.5,1.4993299999999996,67.18252334787334,1
turnips raw,51,0.2,0.074,0.098,0.04,11.8,7.0,1.6,3.3,0.0,0.1,17.384,-5.149,66.85056362445276,1
burdock root raw,85,0.2,0.069,0.056,0.094,20.5,3.4,1.8,3.9,0.0,0.008,79.2,3.56192,67.28551113667594,1
red cabbage cooked,49,0.2,0.058,0.001,0.095,11.8,5.6,2.6,4.4,0.0,0.047,19.534,1.3835300000000017,67.17674130396574,1
jute raw,10,0.046,0.0,0.026,0.08,1.6,0.0,1.3,0.0,0.0,0.042,3.197,1.94958,67.20500491323939,1
hot chile pepper dried,2,0.054,0.001,0.011,0.077,0.3,0.2,0.054,0.1,0.0,0.041,1.07,-0.12140999999999999,67.10159770156265,1
salsify raw,109,0.3,0.0,0.0,0.0,24.7,0.0,4.4,4.4,0.0,0.093,34.3,15.399070000000002,67.87655535982488,1
crookneck squash raw,24,0.3,0.1,0.057,0.1,4.9,4.5,1.3,1.3,0.0,0.047,59.6,-4.650469999999999,66.87545587271913,1
indian squash cooked,38,0.4,0.0,0.0,0.0,7.6,4.7,0.7,3.5,0.0,0.0,12.2,-1.3499999999999996,67.04025261240534,1
poi,269,0.3,0.063,0.058,0.1,65.4,0.9,0.9,1.0,0.0,0.091,68.761,1.42309,67.1787165859777,1
sesbania flower cooked,22,0.007,0.0,0.0,0.0,5.3,0.0,1.2,0.0,0.0,0.3,68.544,1.797,67.19738639631868,1
acorn squash cooked,115,0.3,0.023,0.072,0.1,29.9,0.0,2.3,9.0,0.0,0.5,155.7,21.399,68.17613963186655,1
cauliflower cooked,29,0.6,0.055,0.019,0.3,5.1,2.6,2.3,2.9,0.0,0.094,11.26,3.93906,67.30434222509827,1
crookneck squash cooked,34,0.7,0.1,0.089,0.2,6.8,4.5,1.9,2.0,0.0,0.4,72.6,-2.3540000000000005,66.99012159268845,1
laver seaweed,1,0.012,0.066,0.045,0.052,0.1,0.071,0.2,0.09,0.0,0.075,3.176,0.20525000000000007,67.11790825823667,1
mountain yam cooked,119,0.1,0.014,0.007,0.099,29.0,0.0,2.5,0.0,0.0,0.4,43.8,3.718,67.29330441312754,1
pumpkin flowers raw,5,0.084,0.049,0.099,0.05,1.1,0.0,0.3,0.0,0.0,0.066,23.71,0.35134,67.12520272105581,1
mustard greens raw,15,0.2,0.072,0.071,0.035,2.6,0.7,1.6,1.8,0.0,0.004,110.7,4.455959999999999,67.33015171124532,1
arrowhead,12,0.084,0.0,0.0,0.0,2.4,0.0,0.6,0.0,0.0,0.082,4.68,0.8991799999999999,67.15255708145591,1
japanese cabbage,45,0.2,0.092,0.081,0.092,8.5,2.0,2.4,4.7,0.0,0.4,89.6,8.812000000000001,67.54765442750774,1
mung bean sprouts cooked,24,0.1,0.05,0.007,0.062,4.5,3.5,2.5,1.0,0.0,0.3,37.9,-1.353,67.0401028185217,1
scallop squash cooked,29,0.3,0.034,0.081,0.1,5.9,2.7,1.9,3.4,0.0,0.4,58.5,4.177999999999999,67.31627280861535,1
pumpkin leaves cooked,15,0.2,0.092,0.017,0.093,2.4,0.5,1.9,1.9,0.0,0.2,39.9,5.4639999999999995,67.38048445339213,1
hungarian pepper,8,0.1,0.082,0.086,0.099,1.8,1.0,0.2,0.3,0.0,0.028,30.8,-1.26428,67.04453272297319,1
sweet potato baked,103,0.2,0.013,0.072,0.1,23.6,7.4,2.3,3.8,0.0,0.07,96.3,-3.7767000000000017,66.91908433994824,1
chinese cabbage pe tsai raw,12,0.2,0.033,0.087,0.004,2.5,1.1,0.9,0.9,0.0,0.049,83.7,0.8835100000000001,67.1517746580705,1
taro raw,116,0.2,0.099,0.062,0.01,27.5,0.4,1.6,4.3,0.0,0.054,83.6,10.001459999999998,67.60704570510977,1
yam bean jicama,49,0.1,0.061,0.088,0.093,11.5,2.3,0.9,6.4,0.0,0.047,61.6,9.42753,67.57838863723516,1
olives,10,0.9,0.2,0.6,0.043,0.5,0.0,0.09,0.1,0.0,0.001,9.479,-0.06501,67.10441382657464,1
mustard greens cooked,36,0.7,0.053,0.2,0.008,6.3,2.0,3.6,2.8,0.0,0.4,215.2,6.890000000000001,67.45168647940434,1
pumpkin flowers cooked,20,0.1,0.057,0.007,0.084,4.4,3.2,1.5,1.2,0.0,0.082,64.7,-1.8648200000000001,67.01454698335091,1
tree fern cooked,57,0.096,0.0,0.0,0.0,15.3,0.0,0.4,5.3,0.0,0.3,75.253,11.197,67.66674056498258,1
yellow corn raw,606,7.9,1.1,2.1,3.6,123.3,1.1,15.6,12.1,0.0,0.06,175.0,43.19939999999999,69.26466182532835,1
endive,9,0.1,0.022,0.044,0.072,1.7,0.1,0.6,1.6,0.0,0.08,33.7,3.8551999999999995,67.30015498673825,1
wakame,36,0.5,0.1,0.002,0.2,7.3,0.5,2.4,0.4,0.0,0.7,134.7,3.192999999999999,67.26709048349471,1
tahitian taro raw,55,1.2,0.2,0.022,0.5,8.6,0.0,3.5,0.0,0.0,0.003,296.2,4.84997,67.34982514060653,1
broccoli raw,31,0.3,0.053,0.028,0.015,6.0,1.5,2.6,2.4,0.0,0.049,11.548,5.593509999999999,67.38695105534785,1
sweet green peppers raw,30,0.3,0.053,0.043,0.037,6.9,3.6,1.3,2.5,0.0,0.023,146.2,-0.35623,67.08987283497908,1
chinese cabbage pak choi cooked,20,0.3,0.014,0.046,0.1,3.0,1.4,2.7,1.7,0.0,0.5,211.8,4.617000000000002,67.33819264691783,1
agar,1,0.058,0.087,0.01,0.028,0.3,0.005,0.053,0.027,0.0,0.049,0.587,-0.05098999999999997,67.10511386332408,1
watercress,4,0.006,0.071,0.027,0.0,0.4,0.099,0.8,0.2,0.0,0.038,1.59,1.2596200000000002,67.17055431725946,1
beet greens cooked,39,0.3,0.025,0.067,0.1,7.9,0.9,3.7,4.2,0.0,0.3,218.9,12.097,67.71167873006743,1
winter squash cooked,76,0.7,0.1,0.083,0.3,18.1,6.8,1.8,5.7,0.0,0.068,76.0,0.29932000000000175,67.12260529511393,1
new zealand spinach raw,8,0.1,0.077,0.078,0.043,1.4,0.2,0.8,0.8,0.0,0.017,52.8,2.2458300000000007,67.21979705924647,1
okra,4,0.082,0.001,0.019,0.053,0.9,0.2,0.2,0.4,0.0,0.098,14.081,0.6970200000000001,67.14246297095198,1
yautia tannier,132,0.5,0.1,0.0,0.0,31.9,0.0,2.0,2.0,0.0,0.031,56.9,6.79969,67.44717718419454,1
mustard spinach cooked,29,0.4,0.0,0.0,0.0,5.0,0.0,3.1,3.6,0.0,0.5,414.9,11.845,67.69909604384368,1
rhubarb cooked,278,0.1,0.08,0.009,0.067,74.9,68.9,0.9,4.8,0.0,0.007,80.893,-127.01007,60.76588264547982,1
beets raw,58,0.2,0.028,0.032,0.067,13.0,9.2,2.2,3.8,0.0,0.1,19.395,-7.556999999999999,66.73032906720353,1
drumstick pods raw,37,0.2,0.025,0.1,0.037,8.5,0.0,2.1,3.2,0.0,0.077,185.4,9.49923,67.58196871105359,1
baby zucchini,2,0.089,0.02,0.047,0.006,0.3,0.0,0.3,0.1,0.0,0.041,6.89,0.6095899999999999,67.13809747787045,1
onion raw,16,0.048,0.077,0.091,0.007,3.7,1.7,0.4,0.7,0.0,0.065,4.955,-1.5546499999999999,67.03003417297798,1
romanesco cooked,39,0.4,0.028,0.077,0.2,7.7,0.0,3.7,4.0,0.0,0.3,144.3,13.491000000000001,67.7812829546544,1
butternut squash raw,90,0.2,0.044,0.046,0.019,23.4,4.4,2.0,4.0,0.0,0.067,30.078,2.1113299999999993,67.21308130013102,1
amaranth leaves,6,0.075,0.072,0.033,0.025,1.1,0.0,0.7,0.0,0.0,0.071,74.73,0.9052899999999998,67.15286216166555,1
turnip greens raw,18,0.2,0.009,0.04,0.066,3.9,0.4,0.8,1.8,0.0,0.012,144.8,3.981880000000001,67.30648028313043,1
spaghetti squash raw,31,0.6,0.1,0.026,0.2,7.0,2.8,0.6,1.5,0.0,0.081,35.3,-1.9008099999999997,67.01274995606046,1
seaweed dry,52,0.3,0.006,0.076,0.2,9.2,0.0,3.1,7.3,6.6,0.9,98.8,19.163,68.06449325727799,1
yam cooked,158,0.2,0.061,0.018,0.059,37.4,0.7,2.0,5.3,0.0,0.017,45.477,12.077829999999999,67.71072154715112,1
corn dried,119,3.0,0.6,1.1,1.3,18.8,6.0,4.1,5.8,0.0,0.029,39.5,4.54971,67.33483277010833,1
cucumber,23,0.2,0.068,0.044,0.041,5.4,2.5,1.0,0.8,0.0,0.061,36.0,-2.03661,67.0059692862621,1
arrowroot,78,0.2,0.094,0.083,0.1,16.1,0.0,5.1,1.6,0.0,0.052,35.2,10.66148,67.6400013581312,1
cardoon raw,30,0.2,0.072,0.05,0.054,7.2,0.0,1.2,2.8,0.0,0.3,12.0,7.252999999999999,67.4698115393219,1
bamboo shoots cooked,14,0.3,0.007,0.059,0.1,2.3,0.0,1.8,1.2,0.0,0.04,5.76,5.0855999999999995,67.36159045153867,1
summer squash raw,42,0.5,0.1,0.048,0.2,8.7,5.7,3.1,2.9,0.0,0.051,15.958,-1.150510000000001,67.05021340635287,1
sweet potato raw,112,0.002,0.036,0.008,0.015,26.2,5.4,2.0,3.9,0.0,0.079,32.696,-0.07279,67.10402536110313,1
green tomato,42,0.4,0.024,0.018,0.1,9.3,7.3,2.2,2.0,0.0,0.055,81.1,-7.348549999999999,66.74073724555014,1
beet greens raw,8,0.078,0.026,0.037,0.015,1.6,0.2,0.8,1.4,0.0,0.013,60.771,3.54787,67.28480960198767,1
savoy cabbage cooked,41,0.2,0.076,0.023,0.003,9.2,0.0,3.1,4.8,0.0,0.05,17.612,14.0975,67.81156628479214,1
witloof chicory,9,0.031,0.076,0.077,0.027,2.1,0.0,0.5,1.6,0.0,0.022,15.994,3.79778,67.29728793180584,1
turnips cooked,34,0.1,0.082,0.089,0.076,7.9,4.7,1.1,3.1,0.0,0.017,12.408,-1.7141699999999997,67.02206913287317,1
dried tomatoes,5,0.053,0.032,0.032,0.086,1.1,0.8,0.3,0.2,0.0,0.069,4.838,-0.81469,67.06698133368485,1
radicchio,15,0.2,0.031,0.048,0.024,2.9,0.4,0.9,0.6,0.0,0.033,22.6,1.6876699999999998,67.19192740788675,1
mixed vegetables cooked,118,0.3,0.0,0.09,0.1,23.8,5.7,5.2,8.0,0.0,0.089,37.698,12.39911,67.72676347346052,1
yellow tomato,32,0.6,0.03,0.003,0.2,6.3,0.0,2.1,1.5,0.0,0.088,10.8,6.08912,67.41169750423418,1
cardoon cooked,26,0.1,0.014,0.058,0.092,6.4,0.0,0.9,2.0,0.0,0.2,98.7,5.32,67.37329434697855,1
spinach raw,7,0.1,0.024,0.049,0.087,1.1,0.1,0.9,0.7,0.0,0.036,41.7,2.5016399999999996,67.23256998370243,1
kale raw,7,0.3,0.057,0.014,0.1,0.9,0.2,0.6,0.9,0.0,0.045,75.973,2.1855500000000005,67.21678720081168,1
drumstick pods cooked,42,0.2,0.0,0.0,0.0,9.7,0.0,2.5,5.0,0.0,0.3,156.0,13.747,67.79406536605632,1
kohlrabi raw,72,0.3,0.007,0.072,0.1,16.4,6.9,4.5,9.5,0.0,0.063,31.457,11.93537,67.70360833493113,1
lentil sprouts,82,0.4,0.067,0.053,0.2,17.0,0.0,6.9,0.0,0.0,0.044,58.8,10.215560000000002,67.61773599527051,1
carrots raw,25,0.1,0.046,0.043,0.069,5.8,2.9,0.6,1.7,0.0,0.024,8.43,-1.59224,67.02815725561628,1
red chili peppers,18,0.2,0.088,0.05,0.1,4.0,2.4,0.8,0.7,0.0,0.03,77.2,-2.3763,66.98900812482024,1
fennel,73,0.5,0.0,0.0,0.0,17.1,0.0,2.9,7.3,0.0,0.1,28.2,18.948999999999998,68.0538079602467,1
sweet corn white,63,0.9,0.1,0.3,0.4,13.9,2.4,2.4,2.0,0.0,0.016,19.356,2.5998399999999995,67.23747323682613,1
celeriac raw,66,0.5,0.1,0.052,0.2,14.4,2.5,2.3,2.8,0.0,0.2,20.499,3.847999999999999,67.29979548141756,1
hubbard squash raw,46,0.6,0.1,0.096,0.2,10.1,4.6,2.3,4.5,0.0,0.094,17.795,3.04906,67.25990337295882,1
brussels sprouts cooked,8,0.1,0.099,0.044,0.062,1.5,0.4,0.5,0.5,0.0,0.051,23.5,0.75149,67.1451827285655,1
carrots cooked,16,0.092,0.096,0.074,0.008,3.8,1.6,0.3,1.4,0.0,0.025,21.214,-0.14225000000000018,67.10055713338447,1
lambs quarters raw,0,0.067,0.0,0.0,0.0,0.069,0.0,0.08,0.046,0.0,0.033,3.658,0.21167,67.11822881714761,1
lotus root cooked,6,0.056,0.029,0.092,0.016,1.4,0.0,0.1,0.3,0.0,0.0,6.591,0.692,67.14221231585339,1
split peas raw,672,2.3,0.3,0.5,1.0,118.9,15.8,48.4,50.2,0.0,0.075,340.4,140.79925,74.13794868261273,1
scots kale cooked,36,0.5,0.014,0.0,0.3,7.3,0.0,2.5,0.0,0.0,0.4,253.0,3.718,67.29330441312754,1
corn cooked,99,1.5,0.2,0.4,0.6,21.6,4.7,3.5,2.5,0.0,0.039,29.288,0.4496099999999996,67.13010946937015,1
radish raw,1,0.026,0.084,0.086,0.021,0.2,0.066,0.042,0.002,0.0,0.033,0.556,-0.23333,67.09600939107789,1
stinging nettles,37,0.007,0.0,0.0,0.0,6.7,0.2,2.4,6.1,0.0,0.09,444.816,15.399099999999999,67.87655685776373,1
baby carrots,5,0.053,0.015,0.043,0.002,1.2,0.7,0.031,0.4,0.0,0.097,6.999,-0.5844699999999999,67.07847651631356,1
sweet yellow peppers,50,0.4,0.012,0.0,0.0,11.8,0.0,1.9,1.7,0.0,0.017,378.5,6.22583,67.41852361151058,1
taro leaves raw,12,0.2,0.013,0.075,0.043,1.9,0.8,1.4,1.0,0.0,0.083,49.7,2.4731699999999996,67.23114843974692,1
corn raw,123,1.9,0.5,0.6,0.7,26.7,9.0,4.7,2.9,0.0,0.083,36.328,-6.150829999999998,66.80054095564503,1
roselle,28,0.4,0.0,0.0,0.0,6.4,0.0,0.5,0.0,0.0,0.079,137.5,0.74921,67.14506888521395,1
drumstick leaves raw,13,0.3,0.0,0.0,0.0,1.7,0.0,2.0,0.4,0.0,0.071,55.0,3.7992899999999996,67.29736332806058,1
scallop squash raw,23,0.3,0.097,0.018,0.1,5.0,3.1,1.6,1.6,0.0,0.075,57.1,-0.7947499999999996,67.06797696369794,1
chicory roots,65,0.2,0.052,0.054,0.041,15.8,7.9,1.3,1.4,0.0,0.055,18.997,-11.15455,66.55069873853577,1
brussels sprouts raw,8,0.077,0.072,0.028,0.026,1.7,0.4,0.6,0.7,0.0,0.049,27.553,1.3555099999999998,67.17534222909278,1
kale cooked,42,1.4,0.2,0.1,0.8,6.3,1.4,3.5,4.7,0.0,0.018,16.697,11.44982,67.67936419486786,1
pupusas con frijoles,289,11.4,2.8,3.8,3.7,39.7,1.6,7.0,7.3,0.0,0.4,131.5,16.296000000000003,67.92134023583549,1
mustard cabbage,36,0.1,0.016,0.057,0.033,7.2,1.8,1.4,4.0,0.0,0.9,13.276,6.459,67.43016609145815,1
gourd raw,19,0.2,0.07,0.076,0.041,4.1,1.9,1.1,1.0,0.0,0.03,6.584,-0.2902999999999995,67.09316480522801,1
butternut squash cooked,80,0.2,0.013,0.076,0.036,21.0,3.9,1.8,6.4,0.0,0.002,142.8,7.67398,67.4908316156968,1
burdock root cooked,146,0.2,0.0,0.0,0.0,35.1,5.9,3.5,3.0,0.0,0.4,128.7,-0.5540000000000007,67.07999792285815,1
cassava,330,0.6,0.2,0.2,0.061,78.4,3.5,2.8,3.7,0.0,0.099,85.964,4.1990099999999995,67.31732186511361,1
peas carrots cooked,77,0.7,0.1,0.004,0.3,16.2,7.0,4.9,5.0,0.0,0.5,78.1,3.1450000000000014,67.26469378135685,1
romaine lettuce,8,0.1,0.049,0.085,0.079,1.5,0.6,0.6,1.0,0.0,0.083,21.1,1.6011699999999998,67.18760835090914,1
yam raw,177,0.3,0.067,0.019,0.1,41.8,0.8,2.3,6.2,0.0,0.017,51.39,14.115829999999999,67.81248152542102,1
chowchow pickles,296,2.2,0.4,0.4,1.0,65.3,58.5,3.7,3.7,0.0,1.3,149.4,-104.863,61.87171452081935,1
prairie turnips raw,20,0.029,0.0,0.0,0.0,4.5,0.1,0.3,1.0,0.0,0.059,23.255,2.24941,67.21997581328093,1
savoy cabbage raw,19,0.017,0.091,0.008,0.014,4.3,1.6,1.4,2.2,0.0,0.007,8.199,3.11793,67.26334214121368,1
celery raw,6,0.045,0.005,0.033,0.091,1.2,0.5,0.3,0.6,0.0,0.019,2.212,0.6398099999999999,67.13960640159141,1
celeriac cooked,42,0.3,0.0,0.0,0.0,9.1,0.0,1.5,0.0,0.0,0.084,57.5,2.24916,67.2199633304573,1
mustard spinach raw,33,0.5,0.087,0.2,0.073,5.9,0.0,3.3,4.2,0.0,0.025,526.2,13.17575,67.76554211405107,1
zucchini raw,44,0.8,0.2,0.074,0.2,8.1,6.5,3.1,2.6,0.0,0.023,15.151,-3.5502299999999987,66.93039228022242,1
okra cooked,35,0.3,0.032,0.033,0.034,7.2,3.8,3.0,4.0,0.0,0.4,164.2,4.832000000000001,67.34892787524367,1
white icicle radish,14,0.1,0.076,0.083,0.091,2.6,0.0,1.1,1.4,0.0,0.049,62.0,4.29751,67.32224009762568,1
orange tomato,18,0.2,0.097,0.062,0.046,3.5,0.0,1.3,1.0,0.0,0.001,6.093,3.75599,67.29520130300706,1
pumpkin leaves raw,7,0.2,0.053,0.063,0.039,0.9,0.0,1.2,0.0,0.0,0.057,22.7,1.6934299999999998,67.1922150121433,1
spaghetti squash cooked,42,0.4,0.091,0.0,0.2,10.0,3.9,1.0,2.2,0.0,0.4,52.1,-2.0859999999999994,67.00350317962483,1
white corn cooked,100,1.5,0.2,0.4,0.6,22.4,8.0,3.4,2.8,0.0,0.082,30.302,-5.700820000000001,66.82301053750041,1
artichoke cooked,64,0.4,0.059,0.077,0.2,14.3,1.2,3.5,10.3,0.0,0.087,28.845,23.331130000000005,68.27261338398364,1
avocado,432,39.6,5.7,26.5,4.9,23.0,1.8,5.4,18.1,0.0,0.045,87.302,29.299550000000004,68.5706243209344,1
string beans wellsley farms,8,0.0,0.0,0.0,0.0,1.7,0.3,0.3,0.087,1.0,0.0,2.09,0.01399999999999991,67.10835889815613,1
lambs quarters cooked,58,1.3,0.085,0.2,0.6,9.0,1.1,5.8,3.8,0.0,0.5,552.2,13.924999999999997,67.8029531364842,1
peas cooked,134,0.4,0.065,0.05,0.2,25.0,9.5,8.6,8.8,0.0,0.074,43.499,11.369259999999999,67.67534172977983,1
beets cooked,22,0.085,0.026,0.024,0.07,5.0,4.0,0.8,1.0,0.0,0.035,7.012,-4.8523499999999995,66.86537574297768,1
shallots dried,3,0.013,0.063,0.043,0.061,0.7,0.3,0.1,0.1,0.0,0.059,1.07,-0.3765899999999999,67.08885623382226,1
green lettuce,23,0.2,0.027,0.075,0.1,4.3,1.2,2.0,2.0,0.0,0.05,8.829,4.5455,67.33462255935832,1
kohlrabi cooked,48,0.2,0.041,0.004,0.094,11.0,4.6,3.0,1.8,0.0,0.035,16.506,-1.1823499999999998,67.04862359393474,1
kanpyo dried,139,0.3,0.041,0.012,0.1,35.1,0.0,4.6,5.3,0.0,0.056,45.8,17.41744,67.97733518678298,1
prairie turnips boiled,18,0.086,0.0,0.0,0.0,4.2,0.7,0.2,1.0,0.0,0.012,20.299,0.8998799999999999,67.1525920333621,1
broccoli raab cooked,21,0.4,0.086,0.017,0.1,2.7,0.5,3.3,2.4,0.0,0.077,9.289,8.57723,67.5359320574889,1
summer squash cooked,49,1.0,0.2,0.031,0.3,9.9,6.4,2.7,2.9,0.0,0.036,17.09,-3.3503599999999993,66.94037204806187,1
taro cooked,187,0.1,0.012,0.064,0.056,45.7,0.6,0.7,6.7,0.0,0.055,53.993,13.22545,67.76802369938963,1
spring onion scallions,6,0.077,0.029,0.055,0.031,1.5,0.5,0.4,0.5,0.0,0.048,2.554,0.54152,67.1346986546512,1
hubbard squash cooked,57,0.7,0.1,0.042,0.3,12.3,5.6,2.8,5.5,0.0,0.5,21.554,3.795,67.29714912280701,1
jalapeno pepper,4,0.002,0.06,0.018,0.095,0.9,0.6,0.1,0.4,0.0,0.028,1.593,-0.3702799999999999,67.0891713002908,1
new zealand spinach cooked,22,0.3,0.027,0.028,0.1,3.8,0.5,2.3,2.5,0.0,0.6,125.3,7.389999999999999,67.47665212667371,1
sesbania flower raw,1,0.095,0.0,0.0,0.0,0.2,0.0,0.012,0.0,0.0,0.007,3.181,0.01793,67.10855512814368,1
spirulina dried,20,0.5,0.2,0.019,0.1,1.7,0.2,4.0,0.3,0.0,0.031,17.6,5.799689999999999,67.39724588965584,1
chinese cabbage pe tsai cooked,17,0.2,0.011,0.059,0.086,2.9,0.0,1.8,2.0,0.0,0.3,64.2,6.675,67.44095125107852,1
zucchini cooked,27,0.6,0.1,0.095,0.3,4.8,3.1,2.1,1.8,0.0,0.077,65.6,0.3492299999999998,67.12509736602435,1
green olives pickled,4,0.4,0.064,0.3,0.047,0.1,0.051,0.073,0.057,0.0,0.1,0.801,-0.00750000000000002,67.10728537532356,1
lotus root raw,85,0.1,0.057,0.089,0.04,19.8,0.0,3.0,5.6,0.0,0.06,132.2,15.585399999999998,67.88585905793629,1
grape leaves,13,0.3,0.085,0.063,0.1,2.4,0.9,0.8,1.5,0.0,0.005,57.8,2.2299500000000005,67.2190041502892,1
dill pickled cucumber,17,0.2,0.08,0.055,0.065,3.7,1.9,0.9,1.6,0.0,1.3,68.1,0.5770000000000008,67.13647021698144,1
skunk cabbage,11,0.1,0.0,0.0,0.0,1.8,0.0,1.5,1.2,0.0,0.016,79.4,4.64984,67.33983239063049,1
banana pepper,9,0.1,0.018,0.073,0.098,1.8,0.6,0.5,1.1,0.0,0.039,35.6,1.7136100000000003,67.19322262566708,1
oriental radish raw,61,0.3,0.1,0.01,0.2,13.9,8.5,2.0,5.4,0.0,0.014,188.7,-3.4001399999999995,66.93788646821973,1
purslane cooked,21,0.2,0.0,0.0,0.0,4.1,0.0,1.7,0.0,0.0,0.3,108.7,2.5469999999999997,67.2348348672227,1
rhubarb raw,11,0.1,0.043,0.018,0.045,2.3,0.6,0.5,0.9,0.0,0.058,4.017,1.2634199999999998,67.1707440561787,1
swamp cabbage,20,0.2,0.0,0.0,0.0,3.6,0.0,2.0,1.9,0.0,0.4,77.6,6.796,67.44699293771771,1
mung bean sprouts raw,6,0.044,0.036,0.026,0.085,1.2,0.8,0.6,0.4,0.0,0.08,2.418,0.027199999999999874,67.10901799124404,1
onion cooked,7,0.034,0.095,0.098,0.092,1.5,0.7,0.2,0.2,0.0,0.04,2.171,-0.8903999999999999,67.06320103537533,1
swiss chard raw,7,0.042,0.065,0.092,0.013,1.3,0.4,0.6,0.6,0.0,0.089,32.314,1.1691099999999994,67.16603503579076,1
peas raw,117,0.6,0.1,0.086,0.3,21.0,8.2,7.9,7.4,0.0,0.017,133.3,10.049830000000004,67.6094608818266,1
cabbage cooked,35,0.019,0.0,0.012,0.061,8.3,4.2,1.9,2.9,0.0,0.011,13.566,0.24988999999999822,67.12013719122488,1
taro leaves cooked,35,0.6,0.1,0.065,0.2,5.6,0.0,3.9,2.9,0.0,0.3,190.9,11.447,67.67922338861726,1
leeks cooked,38,0.2,0.086,0.098,0.1,9.4,2.6,1.0,1.2,0.0,0.067,55.6,-1.4726700000000001,67.03412754050426,1
split peas cooked,227,0.8,0.1,0.2,0.3,40.2,5.7,16.3,16.3,0.0,0.5,104.3,45.445,69.37678754034448,1
sweet corn yellow,58,0.4,0.029,0.1,0.2,14.2,2.6,4.1,1.5,0.0,0.05,20.347,3.8914999999999984,67.30196749273,1
asparagus raw,2,0.037,0.012,0.0,0.083,0.5,0.2,0.3,0.3,0.0,0.047,1.326,0.6255299999999998,67.1388933827054,1
collard cooked,63,1.4,0.049,0.095,0.3,10.7,0.0,5.1,7.6,0.0,0.013,329.4,22.75187,68.24369018230915,1
swiss chard cooked,35,0.1,0.0,0.0,0.0,7.2,1.9,3.3,3.7,0.0,0.7,151.3,8.543000000000001,67.53422290927683,1
nopales cooked,22,0.003,0.064,0.007,0.071,4.9,1.7,2.0,3.0,0.0,0.087,262.963,5.47113,67.38084046352219,1
tahitian taro cooked,60,0.9,0.2,0.015,0.4,9.4,0.0,5.7,0.0,0.0,0.4,274.3,8.146,67.51440018534497,1
